SrNo,Name,RegNo,State,City,Address,PIN,SectorWorking
10,10 D Welfare Trust,IV-00600-2013 SERIAL NO 03798 ,West Bengal, Ashokenagar ,"Vill Manik Nagar, Po- Maniktala, Ps- Ashokenagar",,"Education & Literacy,Health & Family Welfare,Labour & Employment,Micro Small & Medium Enterprises,Vocational Training,Skill Development"
1,A B Skills,1994551,Jammu & Kashmir, Srinagar ,"51, Darulaslam, New Colony, Batamaloo",,"Vocational Training,Education & Literacy,Information & Communication Technology,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Civic Issues,Women's Development & Empowerment,Youth Affairs"
2,A P J Memorial Educational Trust,01/86,Jammu & Kashmir, Ganderbal ,"Drugtengoo, Preng Kangan",,"Education & Literacy,Children,Differently Abled,Disaster Management,Environment & Forests,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Sports,Vocational Training,Women's Development & Empowerment,Skill Development"
3,A R Azad Memorial Foundation,5813-S of 2009,Jammu & Kashmir, Pulwama ,Head Office Koil Pulwama Kashmir J ,,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Sports,Tourism,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Youth Affairs"
4,A.K. Builders Sanitations,2279-S,Jammu & Kashmir, Srinagar , Registered Office Court Road Srinagar,,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Differently Abled,Drinking Water,Education & Literacy,Aged/Elderly,Information & Communication Technology,Micro Finance (SHGs),Minority Issues,New & Renewable Energy,Tribal Affairs,Vocational Training,Women's Development & Empowerment"
5,A.N.I Group Ltd,6774-A-III-SGR,Jammu & Kashmir, Srinagar ,"Kursu Raj Baghsrinagar, Kashmir",,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Civic Issues,Education & Literacy,Aged/Elderly,Food Processing,Information & Communication Technology,Micro Small & Medium Enterprises,Science & Technology,Vocational Training,Any Other"
6,Aab E Rawan,6957-S,Jammu & Kashmir, Srinagar ,Hawal Srinagar ,,"Art & Culture,Children,Differently Abled,Education & Literacy,Environment & Forests,Health & Family Welfare,Tourism,Youth Affairs,Skill Development"
7,Aabru Womens Welfare Society,5777-S ,Jammu & Kashmir, Srinagar ,"Bemina Hamdania Colony, ",,"Children,Differently Abled,Education & Literacy,Food Processing,HIV/AIDS,Human Rights,Women's Development & Empowerment,Art & Culture,Biotechnology,Disaster Management,Drinking Water,Health & Family Welfare,Minority Issues"
8,Aagaz-E- Hunar,848,Jammu & Kashmir, Tangmarg ,Chandilora Tangmarg Baramulla J,,"Art & Culture,Children,Education & Literacy,Aged/Elderly,Health & Family Welfare,Human Rights,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Skill Development"
9,Aagosh Sultan Ul Arfeen Yateem Trust,337/PD/15,Jammu & Kashmir, Srinagar ,"Muslim Abad, Behind Arise Hyunai Showroom, Bye Pass, Bemina Srinagar, Kashmir",,"Agriculture,Art & Culture,Biotechnology,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Right to Information & Advocacy,Scientific & Industrial Research,Women's Development & Empowerment,Skill Development"
10,Aal-E-Yaseen Human Resources Development Society,6382-S,Jammu & Kashmir, Srinagar ,"Dab Ganderbal ,Jammu And Kashmir 191131",191131,"Women's Development & Empowerment,Agriculture,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Minority Issues,New & Renewable Energy,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources"
1,Project Implementing Commitee Kinnour,2506/82,Himachal Pradesh, Reckong Peo ,Project Implementing Commitee (Pic) Near Pnb Bank Reckong Peo Teh Kalpa Distt Kinnaur Himachal Pradesh Pin : 172107,172107,Women's Development & Empowerment
2,Aachhri Integrated Rural Development And Social Welfare Society,1384/2020,Himachal Pradesh, Kullu ,House No. 146 Ward No. 07 Village Shishamati Po Dhalpur Tehsil And District Kulllu,,NaN
3,Aadarshni Welfare Society,1178/2018,Himachal Pradesh, Shimla ,"Lamba Cottage, Khalini, Shimla171002 (Hp)",171002,"Education & Literacy,Art & Culture,Children,Environment & Forests,Health & Family Welfare"
4,Aadhunik Education Society,668/94/C/H/RC,Himachal Pradesh, Dharmshala ,Aadhunik Public Schooltapovan Road Sidhpurdharmshala Distt-Kangra(H.P) Pin -176057,176057,Education & Literacy
5,Aakar Theatre Society,HPCD-1588,Himachal Pradesh, Mandi ,"Village- Sehli, Po- Sehli, Tehsil-Kotli, Dist.- Mandi, State- Himachal Pradesh, Pin: 175052",175052,Art & Culture
6,Aasra Foundation,1237/2018,Himachal Pradesh, Kangra ,Aasra Foundation C/O Sh Prakash Chand Village Ambari P.O. Malan Teh. Nagrota Bagwan Distt. Kangra Hp-176047,176047,"Children,Education & Literacy,Human Rights,Women's Development & Empowerment,Youth Affairs,Any Other"
7,Aasthawelfaresociety Nahan,119/96,Himachal Pradesh, Nahan ,Aastha Welfare Society Nahan Near Panchayat Bhawan Pucca Tank,,"Children,Differently Abled,Education & Literacy,Aged/Elderly,Vocational Training"
8,Aavishkaar Yaatraa ,394/2016,Himachal Pradesh, Palampur ,"Village Kamlehar, Mouza Kandbari",,Education & Literacy
9,Abhilashi Shiksha Samiti,48/2001,Himachal Pradesh, Mandi ,"Po Nerchowk,",,NaN
10,Abhinaya Durpan,396/2006,Himachal Pradesh, Shimla ,House No. 145/6Muslim Trust Buildinglower Bazar,,Art & Culture
1,17000 Ft Foundation,U93000DL2012NPL2384152012-2013,Haryana, Guragaon ,"Q-139, South City-1, Gurgaon, Haryana, 122001",122001,"Education & Literacy,Tourism,Children,Rural Development & Poverty Alleviation"
2,37 Links Driver Welfare Society,HR019202002101,Haryana, Ballabhgarh ,"Plot No. 80, Sector58, Transport Nagar, Ballabhgarh, Faridabad (Hr)121004",121004,Any Other
3,3R Waste Foundation,U93000HR2016NPL066024,Haryana, Gurgaon ,"128, National Media Centre, Nh-8, Gurugram",,"Drinking Water,Environment & Forests,Micro Finance (SHGs),Urban Development & Poverty Alleviation,Vocational Training"
4,3Rd Bell Foundation,407-2021-2022,Haryana, Faridabad  ,H.No Fca -2760 S.G.M Nagar Faridabad-121001,121001,NaN
5,3Rzw Environment Foundation,AABCZ5990L,Haryana, Gurgaon ,"328 Eros Corporate Parkblock-K, Imt Manesargurugram, Haryana",,"Disaster Management,Education & Literacy,Environment & Forests,Micro Small & Medium Enterprises,New & Renewable Energy,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment"
6,A Better Chance Provider Charitable Trust,2015/11/25/20,Haryana, Bhiwani ,"House No. 355, Ram Nagar Colony, Bhiwani, Haryana",,"Agriculture,Art & Culture,Civic Issues,Drinking Water,Education & Literacy,Food Processing,Right to Information & Advocacy,Water Resources,Any Other,Skill Development"
7,A Foundation Trust,HR/GGN/2021/1815,Haryana, Gurgaon ,"S-235Ff Uppal, Southend, Sector-49",,"Art & Culture,Food Processing,Health & Family Welfare,Children,Education & Literacy,Environment & Forests,Human Rights,Vocational Training,Any Other,Skill Development"
8,A K Yuva Shakti Trust,1662,Haryana, Rohtak ,Village And Post Office Kharawar Tehsil Sampla District Rohtak Haryana,,"Children,Education & Literacy,Labour & Employment,Rural Development & Poverty Alleviation,Sports,Vocational Training,Youth Affairs,Any Other,Art & Culture,Women's Development & Empowerment"
9,A New Friends Club,HR/009/2022/00633,Haryana, Jind ,"Village Nidana, Distt. Jind-126114 (Haryana)",126114,"Agriculture,Education & Literacy,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Women's Development & Empowerment"
10,A S Education And Welfare Society,00874,Haryana, Bhiwani ,Vpo Tigrana Distt Bhiwani Haryana 127021,127021,"Education & Literacy,Vocational Training"
1,.Swami Shri Manoharranand Manu Seva Sangh,E/1479/SURAT,Gujarat, Surat ,"At. :- Kaveri Sangam , Anaval Crossta. :- Mahuva , Dist.:- Surat",,"Education & Literacy,Aged/Elderly,Health & Family Welfare,Women's Development & Empowerment,Any Other"
2,1995Hope Of Light Association,U85300GJ2022NPL134966,Gujarat, Anand ,7/A Bhailal Residency Nr Sai Baba Mandir Village Karamsad (M) Taluka Anand Dist. Anand Gujarat India 388325,388325,"Children,Education & Literacy,Health & Family Welfare,Human Rights,Women's Development & Empowerment,Youth Affairs,Any Other,Skill Development"
3,1Million Entrepreneurs International Forum,U80903GJ2023NPL138272,Gujarat, Ahmedabad  ,"C-504,Parmeshwar-4,School,Bh Godrej Garden City,Jagatpur Ahmedabad Ahmedabad Gj 382470 India",382470,NaN
4,365 Foundation Rajkot,E – 11222 – RAJKOT,Gujarat, Rajkot ,“Soham” Shree Ram Park Main Road Near Varudi Dairy Farm Behind Balaji Hall 150 Feet Ring Road,,NaN
5,451 Varsh Juna Patliya Virvadi Hanuman Charitable Trust,A/590/NAVSARI,Gujarat, Navsari ,"Beside Virvadi Temple,Dharagiri, Kabilpore S.O, Navsari,Gujarat, India396424",396424,NaN
6,4Leg Rescue Foundation,E/22963/AHMEDABAD,Gujarat, Ahmedabad ,"55, Giriraj Society, Part 2, Nr. Hp Petrol Pump,K.K.Nagar Road, Ghatlodia, Ahmedabad382481",382481,"Animal Husbandry, Dairying  &  Fisheries"
7,84 Kp Pragati Mehsana,A/2741/Mehsana,Gujarat, Mehsana ,"6/7/8, Prabhu Complax , Third Floor, Near Rajkamal Petrol Pump Highway, Mehsana",,NaN
8,9 To 9 Destiny Group Charitable Trust,E/7299,Gujarat, Surat ,"D-110,Mahadev Nagar,Parvat Gam,Surat",,NaN
9,A S Foundation And Charitable Trust,F/5655/BK,Gujarat, Palanpur ,A S Foundation And Charitable Trust65 Shakti Nagar Near Brijashvar Colony Part:1 Palanpur Dist: Banshkantha Pin 385001 Gujarat,385001,Vocational Training
10,A V Vision Foundation,F/19382/AHMEDABAD,Gujarat, Ahmedabad ,"B-211, Rudra Arcade, B/S. Mayflower Hospital, Helmet Circle, Memnagar , Ahmedabad.",,Health & Family Welfare
1,Abchee Gonpa Tsogspa,103-UTL,Ladakh, Leh ,R/O Hanu Yokma P/O Khaltsi Leh U T Ladakhoffice Located At Hanu Yokma Zamchung Complex ,,Any Other
2,All Ladakh Youth Coordination Committee, 159/K/2015,Ladakh, Kargil ,Chochot Yokma Near Imam Bargah Chochot Leh Ladakh 194101,194101,"Any Other,Health & Family Welfare,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Drinking Water,Education & Literacy,Environment & Forests,HIV/AIDS,Human Rights,Labour & Employment,Minority Issues,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tourism,Women's Development & Empowerment"
3,All Zangskar Gonpa Association,1700-S of 1990,Ladakh, Kargil ,"All Zangskar Gonpa Association, Duzing Photang, Maniringmo Padum Zanskarkargil (J",,NaN
4,Anjuman Imamia Leh Town,6052-S,Ladakh, Leh ,Main Bazar Leh,,"Art & Culture,Children,Civic Issues,Disaster Management,Education & Literacy,Food Processing,Health & Family Welfare,Human Rights,Land Resources,Panchayati Raj"
5,Arts Cultural And Educational Society,4945-S,Ladakh, Kargil ,Changra Garkone,,NaN
6,Association For Medicine Education And Development Amed Zanaskar,6581-S OF 2014,Ladakh, Kargil ,"Rainbow School Nerok Zanskar Nearby Govt, Degree College Zanskar,Distt. Kargil Ut Ladakh India 194302",194302,Education & Literacy
7,Az-Zahra (S) Orphanage Islamia School Kargil ,6390/S/13,Ladakh, Kargil ,"Near Kargil Filling Station, Kurbathang Kargilladakh (194103)",194103,"Children,Education & Literacy,Any Other,Rural Development & Poverty Alleviation"
8,"Bardan Cultural And Welfare Society, Bardan Gonpa",1341-S of 1987,Ladakh, Kargil ,"Bardan Gonpa, Zanskar, District Kargil( J",,NaN
9,Bodicharyavatar Society,3015,Ladakh, Leh ,Skidmang Changthangleh Ladakh,,Education & Literacy
10,Border Area Development Organisation Kargil,3407- S,Ladakh, Kargil ,Akwoou Complex Main Road Poyen Kargil Jammu And Kashmir 194103,194103,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Information & Communication Technology,Land Resources,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other"
1,Association For India International Mediation And Arbitration Services,U85300DL2020NPL366426,Delhi, South Delhi ,"F-2 Basement, Kailash Colony, Delhi South Delhi Dl 110048",110048,NaN
2,Association For Social Service And Rehabilitation Of The Aged Assra,42540 OF 2002,Delhi, New Delhi ,"Bb-9-G, Dda Flats, Munirka, Third Floor",,"Education & Literacy,Health & Family Welfare,Aged/Elderly,Differently Abled,Environment & Forests,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment"
3,Kaivalya Plays Foundation,U85300DL2021NPL377030,Delhi, Delhi ,"A-41, Ifs Apartments, Phase-I Mayur Vihar -I Delhi -110091",110091,"Art & Culture,Any Other"
4,Rakshak For Human Alliance Foundation,276977,Delhi, Delhi ,"House No 8646 Ground Floor Gaushalla Road Landmark Gali Gopal Wali, New Rohtak Road, Karol Bagh New Delhi Central Delhi Dl 110005 In",110005,"Children,Education & Literacy,Aged/Elderly,Vocational Training,Women's Development & Empowerment,Any Other"
5,Shreedhara Human Welfare Foundation,U85300DL2019NPL348962,Delhi, Dwarka ,"Rz F-760/64 Raj Nagar, Palam Colony, New Delhi South West Delhi Dl 110077",110077,"Drinking Water,Education & Literacy,Food Processing,Labour & Employment,Women's Development & Empowerment,Environment & Forests"
6,Social Responsibility Council,U93000DL2015NPL278072,Delhi, New Delhi ,"114F/F,Pratap Bhawan,Bahadurshah Zafar Marg, Near Pyary Lal Bhawan Delhi Central Delhi 110002",110002,"Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Minority Issues,Panchayati Raj,Rural Development & Poverty Alleviation,Science & Technology,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Skill Development"
7,Yatharthbodh Foundation,U85300DL2022NPL400259,Delhi, Nand Nagri ,490 1St Floor Janta Flat Gtb Enclave Nand Nagri Delhi East Delhi-110093,110093,"Agriculture,Art & Culture,Children,Education & Literacy,Health & Family Welfare,Labour & Employment,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Skill Development"
8,21Vi Sadi Shiksha Trust,1418,Delhi, Delhi ,"Bh-207, Ground Floor, East Shalimar Bagh, Delhi-110088",110088,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Dalit Upliftment,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Minority Issues,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Any Other"
9,24X7 Care Foundation,S/2286/SDM/NW/2015,Delhi, New Delhi ,"H.No-69, 1 St Floor, Block-B, Pocket-5, Sector-4, Rohini, Delhi-110085",110085,"Children,Aged/Elderly,Health & Family Welfare,Women's Development & Empowerment"
10,321 Education Foundation,2415,Delhi, New Delhi ,"55-A, Jor Bagh",,Education & Literacy
1,'Deep' Development For Environment Education Programme,82,Jharkhand, Godda ,"Deep , Gandhi Nagar, Godda ",,"Children,Civic Issues,Education & Literacy,Legal Awareness & Aid"
2,A.R.Associate.,10078/8040/2011,Jharkhand, Jamshedpur ,"Flatno.C/1, Govinda Block , Sri Krishna Udyan, Jawaharnagar, Mango,Jamshedpur",,Education & Literacy
3,Aabad Social Welfare Foundation,U85300JH2022NPL019769,Jharkhand, Jharkhand ,"Jhirky Kathara, Bokaro, Bokaro, Jharkhand, India, 829116",829116,"Agriculture,Art & Culture,Children,Education & Literacy,Environment & Forests,Food Processing,Housing,Human Rights,Water Resources,Women's Development & Empowerment,Skill Development"
4,Aabha Creative Organization,127/2015-16,Jharkhand, Hazaribag ,"Prem Nagar, Sindoor, Hazaribag ",,"Education & Literacy,Health & Family Welfare,Vocational Training"
5,Aadarsh Gramin Swarajya,8943/154/2014,Jharkhand, Chainpur ,Near Raja Garhkashyap Muhalla,,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment"
6,Aadarsh Gramin Swarajya Sansthan,842/2011-12,Jharkhand, Chainpur ,Ganesh Kumarsecretaryaadarsh Gramin Swarajya Sansthan Vill Po Ps- Chainpur (Kashyap Muhlla)Pin- 822110,822110,"Agriculture,Children,Drinking Water,Education & Literacy,Food Processing,Health & Family Welfare,HIV/AIDS,Land Resources,Micro Finance (SHGs),Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs"
7,Aadarsh Jansewa Society ,859,Jharkhand, Daltonganj ,"House No. 71, Villramsagar, P.Ophulang, P.S.Lesliganj Palamu Jharkhand",,"Health & Family Welfare,Rural Development & Poverty Alleviation"
8,Aadikala Manch,1378,Jharkhand, Simdega ,"C/O: Banphool Nayakvill- Bongram ,Po- Bongram, Ps- Kolebira",,Art & Culture
9,Aadim Development Society,134,Jharkhand, Saraikela Kharsawan ,"Vill- Katia, Po- Chandnl, Dist- Seraikela-Kharswan Jharkhand- 832401",832401,"Agriculture,Art & Culture,Children,Drinking Water,Health & Family Welfare,Human Rights,Sports,Women's Development & Empowerment"
10,Aadivasi Mamta Jiwan Darpan Sanstha,200,Jharkhand, Lohardaga ,Bhandra (Lohardaga),,"Animal Husbandry, Dairying  &  Fisheries,Dalit Upliftment,Drinking Water,Education & Literacy,Health & Family Welfare,Micro Small & Medium Enterprises,Minority Issues,Rural Development & Poverty Alleviation,Tourism,Tribal Affairs,Women's Development & Empowerment,Youth Affairs"
1,Aim Education Society ,11/2009,Daman & Diu, Moti Daman ,"Bhitwadi, Daman Wada,Near Moti Daman. 396220. Daman ",396220,"Education & Literacy,Information & Communication Technology"
2,Damini Women'S Foundation,06/2012,Daman & Diu, Daman ,"Hiren Park, Wing Bcross Lane 3, Tinbattidilipnagarnani Daman",,"Art & Culture,Children,Differently Abled,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Sports,Vocational Training,Women's Development & Empowerment,Youth Affairs"
3,Holy Name Church,HQ-II/C-64/SR/78,Daman & Diu, Moti Daman ,"At Post.Moti Damandist- Ut, Pin- 396220",396220,Education & Literacy
4,"Jan Shikshan Santhan, Diu",04/2021-22,Daman & Diu, Diu ,"Swaminarayan School, Fudam, Diu-362520",362520,"Skill Development,Education & Literacy,Science & Technology,Tourism,Vocational Training,Women's Development & Empowerment,Any Other"
5,Manav Kalyan Youth Welfare Union Trust,Soc/Col/Diu/2004-05/02,Daman & Diu, Vanakbara ,"H.No. 2335, Khajuriya Street, Main Road, Vanakbara - Diu.Pin-362570.",362570,NaN
6,Om Sai Kalyan Samiti Darbhanga,ggggggggggg5,Daman & Diu, Ara ,Yhjfgyghgh,,Any Other
7,Our Lady Of Remedios Church,HQ-II/C-72/SR/78,Daman & Diu, Moti Daman ,"At Post. Moti Damandist- Ut, Pin- 396220",396220,Education & Literacy
8,Our Lady Of The Sea Church,HQ-II/O-8/SR/78,Daman & Diu, Nani Daman ,"At Post.Nani Damandist- Ut, Pin- 396210",396210,Education & Literacy
9,Samast Yuva Mandal,03/2018-19,Daman & Diu, Diu ,"H.No,704, Jalaram Society, Vanakbara",,"Agriculture,Art & Culture,Disaster Management,Education & Literacy,Health & Family Welfare,Panchayati Raj,Sports,Youth Affairs"
10,Sanyukt Yuva Mandal,07/2012-13,Daman & Diu, Diu ,"H.No,704, Jalaram Society, Vanakbara",,"Agriculture,Art & Culture,Disaster Management,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Panchayati Raj,Sports,Youth Affairs,Agriculture,Art & Culture,Disaster Management,Education & Literacy,Health & Family Welfare,Panchayati Raj,Sports,Youth Affairs"
1,Adil Gandhian Society,TSR 1/2004/2/of2004.,Meghalaya, Tura ,"Araimile,New Tura, West Garo Hills,Meghalaya",,"HIV/AIDS,Health & Family Welfare,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Agriculture,Differently Abled"
2,Agency For Sustainable Development Initiatives,NEW REGN.NO SR/AFSDI-30-18 OF ,Meghalaya, Shillong ,"C/O K.J.P.Synod Sepngichurch Housemission Compoundmeghalaya, Shillong-793002",793002,"Children,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Any Other"
3,All Meghalaya Minorities Students' Union,TSR.1/2005/Pt-/1997 ,Meghalaya, Shillong ,H.Q :-New Bhaitbarip.O :- New Bhaitbarip.S :- Phulbari,,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Education & Literacy,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Minority Issues,Prisoner's Issues,Youth Affairs,Any Other"
4,Annie Margaret Barr Childrens Village,SW/SD/3/87/Pt/4875-4968,Meghalaya, Shillong ,"Mawsynjri, Kharang",,"Children,Any Other"
5,Anti Corruption & Human Development Organisation,TSR. 1/2005/Pt-1/2095 OF 2018,Meghalaya, Chibinang ,"Chibinang (Plain Belt) Tura, West Garo Hills, Meghalaya,794104",794104,NaN
6,Archdiocese Of Shillong,SR/TAS-416/88 of 1988,Meghalaya, Shillong ,Archbishop Houselaitumkhrahshillong 793003Meghalaya,793003,"Education & Literacy,Health & Family Welfare,Nutrition,Vocational Training,Youth Affairs,Education & Literacy,Health & Family Welfare,Nutrition,Vocational Training,Youth Affairs"
7,Asha Rehabilitation Centre Shillong,SR/ARC-632/98 OF 1998,Meghalaya, Shillong ,"Asha Rehabilitation Centrec/O 58 Gorkha Training Centre,Happy Valley",,Differently Abled
8,Asorphi Education Society,NO.SR/AES-6/18 of 2018,Meghalaya, Shillong ,"Pynursla , East Khasi Hills, Meghalaya-793110",793110,"Agriculture,Education & Literacy,Sports,Tourism,Youth Affairs,Skill Development"
9,Auxilium Tribal Women And Children Welfare Society,MEG-RoS/2019/00058,Meghalaya, Shillong ,"Auxilium Tribal Women And Children Welfare Societyauxilium Convent, Nongthymmai – Shillong 793014East Khasi Hills - Meghalaya",793014,NaN
10,Auxilium Welfare Society Mawtnum Nongpoh,MEG-RoS/2019/00348,Meghalaya, Nongpoh ,Auxilium Welfare Society Mawtnum Nongpoh,,"Children,Education & Literacy,Vocational Training"
1,Aadesh Digital Solutions Private Limited,U72900CH2019PTC042415,Chandigarh, Chandigarh ,"Sco 188-190, Sector 354-A",,NaN
2,Acharyakul Chandigarh,4293 of 2013,Chandigarh, Chandigarh ,"Acharyakul Chandigarhgandhi Smarak Bhawan, Sector16-A, Chandigarh (U.T.) 160015",160015,"Art & Culture,Children,Environment & Forests,Health & Family Welfare,Legal Awareness & Aid,Vocational Training,Women's Development & Empowerment,Youth Affairs"
3,Adarsh Shiksha Samiti Assandh,ROS-435,Chandigarh, Haryana ,"Haryana, Chandigarh",,NaN
4,Ahsas: Association For Health Systems Analysis & Strengthening,4748 of 2018,Chandigarh, Chandigarh ,"Department Of Community Medicine, School Of Public Health, Pgimer, Chandigarh",,"Health & Family Welfare,Any Other"
5,Alankartheatrechd,4225,Chandigarh, Chandigarh ,"H. No -3184 , Housing Board Complex, Ews Society , Sector -52 D , Chandigarh",,"Agriculture,Art & Culture,Children,Education & Literacy,Human Rights,Labour & Employment,Panchayati Raj,Urban Development & Poverty Alleviation,Women's Development & Empowerment"
6,Alliance Francaise Le Corbusier De Chandigarh,1146,Chandigarh, Chandigarh ,"Next To Hibiscus Garden , Sector-36 A Chandigarh",,"Art & Culture,Civic Issues,Education & Literacy"
7,Amrit Cancer Foundation,2374,Chandigarh, Chandigarh ,353 Sector 44-A,,Health & Family Welfare
8,Angel Smayra Care Foundation,124250,Chandigarh, Chandigarh ,"133/1, Khuda Jassu, Chandigarh",,"Education & Literacy,Differently Abled"
9,Appworx It Solutions Private Limited,U72900CH2012PTC033966,Chandigarh, Chandigarh ,"Netsmartz House, Plot Number 10, Rajiv Gandhi Technology Park, Chandigarh-160101",160101,NaN
10,Armaan Foundation Chandigarh,4291,Chandigarh, Chandigarh ,"Office 2682, Sector 40 C, Chandigarh, India",,"Art & Culture,Children,Education & Literacy,Aged/Elderly,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment"
1,Aalamaram Social Service Society,149,Puducherry, Lawspet ,"No.30, Arjunan Street, Kannady Gardern, ",,Education & Literacy
2,Aanantha Kudil Charitable Trust,725,Puducherry, Puducherry ,"No 98, Edaiyanchavady Road, Karuvadikuppam, Lawspet Post,Puducherry",,"Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled"
3,Aathmalayaa Educational Public Trust,0134 (05/17-18/T-0134),"05/17-18/T-0134), Karaikal (Puducherry", Karaikal ,"School Road, Aathmalayaa Nagar,Keezhakasakudy,Karaikal",,Education & Literacy
4,Abdul Gaffar Abdul Kareem Sait Educational Trust ,611/2018,Puducherry, Puducherry ,"568, M.G. Road,Puducherry605001.",605001,NaN
5,Achariya Educational Public Trust,229/2000,Puducherry, Pudhcherry ,"No5, Vasantha Nagar,Villianur, Puducherry.",,NaN
6,Adecom Network,108,Puducherry, Puducherry ,"Plot. No.26 , Fourth Cross Street, Extn., Mothilal Nagar, Moolakulam, Pondicherry -605 010",,"Right to Information & Advocacy,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Children,Dalit Upliftment,Environment & Forests,Legal Awareness & Aid,Panchayati Raj,Vocational Training,Human Rights,Skill Development"
7,Agathe Illam Orphanage,DOC NO. 2079 OF 2015 BOOK IV,Puducherry, Pondicherry ,"No. 47/1, Fifth Cross Street, Moogambigai Nagar",,NaN
8,Agathin Aram Arivom Foundation,378 of 2020,Puducherry, Puducherry ,"No.14, First Floor, Vallalar Salai, Rajarajeswari Nagar, Near Andhra Maha Sabha, Puducherry.",,"Children,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Skill Development,Health & Family Welfare"
9,Aic-Pondicherry Engineering College Foundation,U73200PY2018NPL008321,Puducherry, Pondicherry ,"Aic-Pondicherry Engineering College Foundationpondicherry Engineering College Campus,,Pillichavady, Puducherry, Pondicherry, Pondicherry, India,605014",605014,"Science & Technology,Information & Communication Technology"
