website,about,vision,registered_type,permanent_account_number,registration_number_date_CIN,12A_registration_number_date,80G_registration_number_date,FCRA_registration_number_date,35AC_registration_number_date,annual_budget,total_income,total_expenditure,avg_monthly_expenditure,total_fixed_assets,long_term_loan,total_gap_funding,num_full_time_employees,num_part_time_employees,num_consultants,num_volunteers,operational_area_help_needed,num_board_members,num_meetings_done,governance_photos,governance_docs,major_funder,funder_names,project_start_date,project_end_date,project_sector,location,cities,area,budget,external_funding_amount,num_beneficiaries,project_type,project_photos,project_documents,project_descriptions,logo,name,founder_description,address,url,focus_area,geog_area,project_completed,funding_req
http://www.ngoimpact.com/ngos/mahilean-pragati-ki-ore#profile,Mahilean Pragati Ki Ore is an organisation working specifically on women empowerment and development. The organisation promotes skill development and vocational training for women along with sustainable development.,To promote women empowerment through skill development and capacity building.To promote sustainable development through various programs.,Charitable Society,AABTM7129D,S-25889 of 1994 - 21-04-1994,N/A,N/A,N/A,N/A,"₹1,065,000 ₹0",₹0 ₹0,₹0 ₹0,"₹1,065,000 ₹0",₹0 ₹0,₹0 ₹0,₹0 ₹0,8,6,3,2,"Business Development, Finance, Human Resources",8,4,,,N/A,unknown,1/1/2016,31-12-2016,N/A,Delhi,New Delhi,N/A,₹0,₹0,0,Non-Government,,,Project description The skill training program is undertaken to orient women with skills that would enable them to earn better livelihood options.,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Mahilean Pragati Ki Ore Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Usha Nischal ( 15 years of experience ),"room S-1/ 77, OLD MAHAVIR NAGAR, POST OFFICE TILAK NAGAR, New Delhi, Delhi- 110018",,Women Empowerment,Delhi,8,"₹ 800,000"
http://www.ngoimpact.com/ngos/majhipara-ambedkar-centre-for-human-research-and-development#profile,,,Public Charitable Trust,AAAAM9018P,S/1L/26596 - 10-01-2005,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,West Bengal,24 Parganas (n),N/A,"₹1,250,000",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Majhipara Ambedkar Centre For Human Research And Development Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Mahesh ( 15 years of experience ),"room 11111, Alipore Street, 24 Parganas (s), West Bengal- 743144",,Livelihoods / Poverty Alleviation,West Bengal,0,₹ 0
http://www.ngoimpact.com/ngos/literacy-india#profile,"Literacy India can rightly be synonymized with three very powerful words: Education, Empowerment and Employment. The very essence of Literacy India are these three E’s which are both powerful and paramount in transforming lives! Literacy India was born in 1996 as a non-profit organization with the objective of educating under privileged women and children, and empowering them to become self-reliant and employable. The name Literacy India is a misnomer because, although literacy is the predominant initiative of the organization, this initiative is reinforced with a variety of vocational skills and alternative models of education that are relevant, holistic and enriching. Capt. Indrani Singh, who conceptualized Literacy India says,” the idea is to equip underprivileged children and women with basic education and also identify, nurture and develop their latent talent and skills wherein empowering them and increasing their employability quotient”.","VISIONIt is Literacy India’s motto to impart basic education to women and children. The emphasis is on providing education not in a typical classroom manner, but to give a child a wider canvas of exposure in a socio-cultural environment. Literacy India envisions to keep its student’s at par with the fast evolving world around them. In line with this thought, Literacy India is looking at transforming the education landscape through exposing the student to a more innovative and non-traditional method of learning. This includes fun activities and workshops on group learning, drama, dance, role plays etc.Eminent personalities from different walks of life come and interact with the children and prove to be a catalyst to the child’s motivation and enthusiasm to do well. The interest generated in these activities also helps identify talent which, with further guidance can pursue further education or vocational training.OBJECTIVESAll Literacy India initiatives and programs are envisaged to be innovative, sustainable and replicable in different parts of the country. The primary objectives are:To support children in active schooling to provide minimum levels of learning.To provide women and children with vocational skills.To identify children from under privileged backgrounds and help build their confidence and awareness.To economically empower women from rural and slum areas.To nurture, mentor and assist children to become human resource assets in the community and future role models to many.To improve the self esteem and confidence of both women and kids from the under privileged segment.",Public Charitable Trust,AAATL0376J,23614 - 11-05-1995,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Haryana,Gurgaon,N/A,"₹1,250,000",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Literacy India Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Indraani ( 15 years of experience ),"room J-1365, Palam Vihar,, Gurgaon, Haryana- 122017",http://www.literacy.org,Education,Haryana,0,₹ 0
http://www.ngoimpact.com/ngos/majlis-manch#profile,"Majlis, which means an ‘association’, has been a registered Society and Public Trust since 1991. The Trust has two distinct centres - Legal and Cultural. The Majlis Legal Centre, headed by Adv. Flavia Agnes who is a women’s rights activist and a legal scholar, works on issues related to women’s legal rights and access to justice. Our vibrant all-women team comprises lawyers and social activists. A large group of individuals, interns and other organizations contribute to our functioning. At the micro-level, we help individual women access their rights through legal interventions in court and training. At the macro level, we endeavour to bring about social change through policy level interventions, public campaigns and public interest lit","MissionTo help women across class and community access justice by creating a culture of rightsVisionMajlis’ all-women team of lawyers and social activists have been working on issues concerning women’s legal rights and access to justice through legal support in court, policy interventions, training of key stakeholders, and public campaigns. Our main motto is to provide dignity and support to victims of sexual and domestic violence. We also work closely with the Government of Maharashtra to ensure implementation and accountability of all state stakeholders..",Public Charitable Trust,AAATM0540R,F-14669 - 28-06-2016,N/A,N/A,N/A,N/A,"₹4,209,592",₹0,₹0,"₹4,209,592",₹0,₹0,₹0,25,N/A,N/A,N/A,"Business Development, Finance",8,3,,,N/A,credible alliance,15-09-2011,12/6/2014,N/A,Maharashtra,Mumbai,N/A,"₹5,688,830",₹0,876,Non-Government,,,"Project description Maharashtra cabinet has approved Manodhairya , a scheme for providing financial assistance and support services to victims of sexual violence and acid attacks. This is a moment of great pride and achievement for us at Majlis Legal Centre as we have been actively campaigning on the issue for the last four years. The scheme provides an amount of Two Lakhs which can be extended to Three Lakhs in cases of aggravated assault. The amount will be disbursed in instalments. A survivor can access 50% of the amount as soon as she files an FIR and the balance amount on filing of the charge sheet. The outcome of the criminal trial is not a criteria for eligibility, In 2010 the centre cleared a scheme for Financial Assistance and Support Services to Victims of Rape: A Scheme for Restorative Justice. The scheme provided financial assistance as well as restorative support services such as counseling, shelter, medical and legal aid. It required setting up of Criminal Injuries Relief and Rehabilitation Boards at the District, State and National level. Accordingly in May 2011 the Government of Maharashtra constituted District Criminal Injuries Relief and Rehabilitation Board in all 35 districts of Maharashtra. However the funds never came as it was awaiting Planning Commission nod. Majlis Legal Centre organised several meetings with the then Law Minister, Dr. Moily as well as National Commission for Women to push the scheme forward. In 2011, Majlis organised a national level consultation ‘Compensation To Women Victims of Crime’, along with the National Commission for Women to bring to fore the problems with the implementation of the scheme. In the absence of financial assistance there was a need to atleast provide other support services to help the victim-survivor overcome the trauma and also negotiate the criminal justice system. Thus in 2013 Department of Women and Child Development entered into acollaboration with Majlis Legal Centre to provide Socio-Legal support to victims of sexual violence. RAHAT a pilot project was initiated in Mumbai. Since funds from the centre were unduly delayed, the Department of Women and Child Development, Government of Maharashtra drafted a state level scheme. The scheme met with several obstacles as we labored through various drafts. Meanwhile there were major changes in the law concerning sexual violence.  Child sexual abuse was placed under a separate  statute, acid attacks became a specific crime under IPC, etc.  Our efforts were to ensure that these changes are reflected in the proposed scheme. There was also a need to set up atransparent and easily accessible mechanism through which a survivor is able to access relief immediately, without too many technicalities and red tape. After several inter-ministerial meetings for obtaining required approvals, the scheme has been approved by cabinet today  (11th September 2013).  It will be launched on 2nd October, 2013. We thank Mr. Ujjwal  Uke, Principal Secretary, Department of  WCD for his support, foresight, compassionate approach and ingenuity while drafting the various clauses of the scheme. We also sincerely thank our Hon’ble Minister, Women and Child Development Ms. Varsha Gaikwad, for her consistent support and perseverance in getting the scheme approved by the State Cabinet, crossing all hurdles along the way. This timely news comes a day before an inter ministerial consultation has been organised by RAHAT to discuss modalities for providing ‘end to end support’ to survivors of sexual violence, using an inter-department convergence model.  The meeting will be presided by the Hon’ble Minister, WCD and will be attended by high level officials from all concerned ministries –  Home,  Public  Health, Law and Judiciary, Director of Prosecution, Commissioner of Police, Municipal Commissioner Brihanmumbai,  Collector of Mumbai, among others.",http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Majlis Manch Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Flavia Agnes ( 20 years of experience ),"room 4A/2, Golden Valley, Kalina Kurla Road, Mumbai, Maharashtra- 400098",http://www.majlislaw.com,Advocacy,Maharashtra,0,₹ 0
http://www.ngoimpact.com/ngos/makkal-vilipunarvu-kalvi-sangam#profile,,,Public Charitable Trust,1234567890,1234567890 - 01-01-2015,N/A,N/A,N/A,N/A,"₹550,000",₹0,₹0,"₹550,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,6,N/A,,,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",credible alliance,1/1/2016,31-12-2016,N/A,Tamil Nadu,Adiramapattinam,N/A,"₹550,000",₹0,"1,233",Non-Government,,,Project description N/A,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Makkal Vilipunarvu Kalvi Sangam Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Mr. M. Anbarasan ( 15 years of experience ),"room caassa, zxds, Acharipallam, Tamil Nadu- 481116",,Rural Development,Tamil Nadu,0,₹ 0
http://www.ngoimpact.com/ngos/make-a-difference#profile,"One on one support: Propel is a unique programme which ensures customised tailor-made support sessions to each youth as per their individual need/ requirement. The Programme starts with recruiting one wingman (mentor) per youth for a time span of two years. The Wingmen are paired with the child keeping the interests and needs of the child in mind. Skill building sessions: The wingman is responsible for enabling the youth to develop their personality by providing regular sessions on growth and life skills. At the same time, the wingman monitors the youths progress and customises the sessions. Career counselling: In addition to this, career counselling sessions are held for the youth to provide a direction and approach to the youths future. Academic support: Consistent subject support is provided to the youth to improve their overall higher secondary results. College and job scouting: Based on the progress, needs, interests and career counselling results of the youth, suitable colleges or job opportunities are considered. Procurement of legal documents: In the entire process, the wingman also enables the youth to secure their legal documents which will be needed by them in future. Funding and scholarship: All the youth under Propel belong to poor economic background. To motivate the youth to continue their studies and discourage drop out due to financial conditions, Propel attempts to sponsor the cost of education of its students. This include college fees and other living expenses. Aftercare support: Apart from this, the Programme realises the poor financial and emotional conditions which the youth have been exposed to which has had an impact on their growth and level of motivation. To combat this, the Programme has recently initiated Aftercare support to provide the youth a reliable mentor, after they secure admission in college or a job. The Aftercare mentor (wingman) engages and interacts with the youth periodically, to ensure that youth overcomes the social and economic hardships and focus on their growth.",Measures for reducing inequalities faced by socially and economically backward groups,Charitable Society,1234567890,1234567890 - 17-06-2005,N/A,N/A,N/A,N/A,"₹11,000,209",₹0,₹0,"₹11,000,209",₹0,₹0,₹0,14,N/A,N/A,N/A,Finance,5,N/A,,,"Other Domestic NGOs, Other Foreign NGOs",impact foundation india,1/1/2016,31-12-2016,N/A,"Chandigarh,Gujarat,Karnataka,Kerala,Madhya Pradesh,Maharashtra","Bhopal,Chandigarh,Coimbatore,Nagpur,Vellore",N/A,"₹11,000,200",₹0,255,Non-Government,,,"Project description One on one support: Propel is a unique programme which ensures customised tailor-made support sessions to each youth as per their individual need/ requirement. The Programme starts with recruiting one wingman (mentor) per youth for a time span of two years. The Wingmen are paired with the child keeping the interests and needs of the child in mind. Skill building sessions: The wingman is responsible for enabling the youth to develop their personality by providing regular sessions on growth and life skills. At the same time, the wingman monitors the youthâ€™s progress and customises the sessions. Career counselling: In addition to this, career counselling sessions are held for the youth to provide a direction and approach to the youthâ€™s future. Academic support: Consistent subject support is provided to the youth to improve their overall higher secondary results. College and job scouting: Based on the progress, needs, interests and career counselling results of the youth, suitable colleges or job opportunities are considered. Procurement of legal documents: In the entire process, the wingman also enables the youth to secure their legal documents which will be needed by them in future. Funding and scholarship: All the youth under Propel belong to poor economic background. To motivate the youth to continue their studies and discourage drop out due to financial conditions, Propel attempts to sponsor the cost of education of its students. This include college fees and other living expenses. Aftercare support: Apart from this, the Programme realises the poor financial and emotional conditions which the youth have been exposed to which has had an impact on their growth and level of motivation. To combat this, the Programme has recently initiated Aftercare support to provide the youth a reliable mentor, after they secure admission in college or a job. The Aftercare mentor (wingman) engages and interacts with the youth periodically, to ensure that youth overcomes the social and economic hardships and focus on their growth.",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/make-a-difference-ngoimpact-91692.jpg,Make A Difference Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Paul Mampilly ( 15 years of experience ),"room 28/2060D,Nedumala House,Harmony Enclave, Chilavannoor Road Kochi, Ernakulam, Kerala- 400011",http://www.makeadifference.com,Rural Development,Maharashtra,0,₹ 0
http://www.ngoimpact.com/ngos/maher#profile,"""Maher"" means ""Mother's Home"": a haven of hope, belonging and understanding, and our mission is to help destitute women, children and men from all over India exercise their right to a higher quality of life, irrespective of gender, caste, creed or religion. Today Maher operates out of three states in India (Maharashtra, Jharkhand and Kerala) and has 39 homes (29 children’s homes, 7 women’s homes,2 men’s home and I home for HIV/AIDS) providing shelter to over 862 children, 300 women including 120 mentally ill women and 57 destitute and aged/mentally ill men.","MissionMission Statement:•	Identify and understand the root causes of violence and despair experienced by women and children in India, support family reunification, providing services, counseling, work training and more to support healthy, stable homes •	When family reunification is not possible or desirable, provide safe and loving residential, educational and developmental services for children and women •	Making women and children safe, healthy, happy and self-reliant•	Address economic, educational, health and environmental issues in impoverished communities.VisionVision Statement:No matter who we are, we walk together towards wholeness. All have the opportunity for a decent life, dignity, happiness irrespective of caster, gender or religion. We work until there is no longer any work for organizations such as Maher.",Public Charitable Trust,AABTM1421G,F18774 - 31-01-2005,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,4,N/A,,,N/A,credible alliance,1/5/2013,28-12-2016,N/A,Maharashtra,Pune Cantonment,N/A,"₹16,800,000",₹0,0,Non-Government,,,"Project description Women in these situations most often have no options beyond prostitution and suicide. Sister Lucy started Maher in response to this desperate situation many women face and she still directs the project today. Although Sister Lucy is a Catholic nun, Maher is an interfaith organization. Maher is also caste-free and Indian-run, which facilitates cultural competence. Maher’s interfaith aspect is very important to its work—the acceptance of different beliefs among the Maher community facilitates understanding and peace at Maher when it comes to differences of all kinds. Maher is astounding India with its success and its services are ever expanding.",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/maher-ngoimpact-40822.png,Maher Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Maherpune@gmail.com ( 15 years of experience ),"room MAHER Vadhu Budruk, Koregaon Bhima, Shirur, Pune, Maharashtra- 411016",http://www.maherashram.org,Education,Maharashtra,0,₹ 0
http://www.ngoimpact.com/ngos/manas-foundation#profile,,,Public Charitable Trust,AABTM0092R,1234567890 - 10-03-2005,N/A,N/A,N/A,N/A,"₹1,000,000",₹0,₹0,"₹1,000,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,4,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Delhi,New Delhi,N/A,"₹1,250,000",₹0,0,Government,,,Project description N/A,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Manas Foundation Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Mohit ( 15 years of experience ),"room earast, cvbbnn, New Delhi, Delhi- 112001",,Rural Development,Delhi,0,₹ 0
http://www.ngoimpact.com/ngos/mamta-charitable-trust#profile,The Organisation is keen on promoting better health care activites in the community .,To promote better healthcare activities  in the community,Public Charitable Trust,AAAAA9461E,5596 - 16-04-2005,N/A,N/A,N/A,N/A,"₹6,667,068",₹0,₹0,"₹6,667,068",₹0,₹0,₹0,5,N/A,N/A,N/A,"Business Development, Finance",4,N/A,,,N/A,credible alliance,2/2/2012,6/6/2018,N/A,Odisha,Bhubaneswar,N/A,"₹3,070,000",₹0,799,Non-Government,,,Project description The project emanicipates its beneficaries by inculcating in them better health pratices.,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Mamta Charitable Trust Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Dr.mamta Mohanty ( 15 years of experience ),"room mamta charitable trust 279,, d.c.c, bda , cs-pur, Bhubaneswar, Odisha- 751016",,,Odisha,0,₹ 0
http://www.ngoimpact.com/ngos/manav-jyot-charitable-trust#profile,,,Public Charitable Trust,AAATM7206L,E/12928/ - 17-04-2000,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,Indian Institute of Corporate Affairs,1/1/2016,31-12-2016,N/A,Gujarat,Ahmedabad,N/A,"₹1,250,000",₹0,0,Non-Government,,,Project description N/A,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Manav Jyot Charitable Trust Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Manav ( 15 years of experience ),"room azdacada, avdazasa, Ahmedabad, Gujarat- 543765",,Rural Development,Gujarat,0,₹ 0
http://www.ngoimpact.com/ngos/mann-deshi-foundation#profile,"Mann Deshi Foundation's mission is to promote the development of poor and vulnerable women and their families. Our programs are designed to empower our women and improve their quality of life by promoting business skills and training, property rights, leadership and technology. It has enabled more than 140,360 women to build assets, own property, forge market linkages and emerge as key developers of their local ecosystem to become successful entrepreneurs.","MissionMann Deshi Foundation (MDF) is a central-registered NGO. Mann Deshi Foundation’s mission is to promote the development of poor and vulnerable women and their families in Maharashtra and Karnataka by providing business skills and management training, knowledge on property rights, leadership and personality development, and adoption of new technology.VisionAfter considerable experience in helping rural women utilize financial services in an educated and more productive manner, as well as in providing them with the skills necessary in setting-up and expanding businesses, the Mann Deshi Group would like to make the logical next step of providing financial services by establishing a Non-Banking Financial Company.",Charitable Society,AABTM3571H,F 4494 Satara - 04-02-2003,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Mann Deshi Foundation Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Vanita Shinde ( 15 years of experience ),"room 210 , Jain Mandr Shejari, Tal. Man, Satara, Maharashtra- 415509",,Livelihoods / Poverty Alleviation,Maharashtra,0,₹ 0
http://www.ngoimpact.com/ngos/manosri-tarun-bani-mandir#profile,,,Public Charitable Trust,AAATM4861D,S/19390 - 09-02-1977,N/A,N/A,N/A,N/A,"₹1,223,000",₹0,₹0,"₹1,223,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,12,N/A,,,N/A,skill and development,1/1/2016,31-12-2016,N/A,West Bengal,24 Parganas (n),N/A,"₹1,250,000",₹0,0,Government,,,Project description N/A,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,MANOSRI TARUN BANI MANDIR Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Tarun ( 15 years of experience ),"room Alipore Street, Ichapur, Alipore Street, Baj Baj, West Bengal- 743144",http://www.mtbmindia.com,Livelihoods / Poverty Alleviation,West Bengal,0,₹ 0
http://www.ngoimpact.com/ngos/makkal-vilipunarvu-kalvi-sangam-mkvs#profile,"MVKS has formed 184 SHGs with strength of 2805; Elderly support - 250, Employment trainings 1453",,Charitable Society,AABTM6702C,27/1996 - 19-02-1996,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Makkal Vilipunarvu Kalvi Sangam (MKVS) Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by M Anbarasan ( 15 years of experience ),"room 38, Santhaipettai Street Srivilliputtur, Virudhunagar, Tamil Nadu- 626125",,Women Empowerment,Tamil Nadu,0,₹ 0
http://www.ngoimpact.com/ngos/marathwada-gramin-vikas-sanstha-mgvs#profile,"Intervention and Service: (problem to be solved) In the course of implementing the above programmes, MGVS has come across a number of learning. The learning has paved way to the thinking of analyzing the problems and what strategy has to be used in order to achieve the expected outputs. The major problems to be addressed immediately are as follows 1.Unawareness about the primary health care: 2.Unavailability of maternal and child health services: 3.Unavailability of primary health care services for diseases like diabetes and hypertension: 4.Protein energy malnutrition: 5.Neurospinal disorders (backache) 90% of the people in rural areas work in agricultural land. They have to do strenuous work. Because of this many of them suffer from severe backache which affects their work and they lose their wages. Availability of primary care helps them in timely","To create awareness on maternal and child health, nutrition and other primary health care issues among the target population with adolescent girls and youth. -To enhance access to treatment for primary health care problems for the poor and needy populatio",Charitable Society,1234567890,1234567890 - 01-01-2016,N/A,N/A,N/A,N/A,"₹2,400,000",₹0,₹0,"₹2,400,000",₹0,₹0,₹0,12,N/A,N/A,N/A,Finance,4,N/A,,,"Other Domestic NGOs, Other Foreign NGOs",credible alliance,1/4/2016,31-12-2016,N/A,Maharashtra,Aurangabad,N/A,"₹2,400,000",₹0,"10,000",Non-Government,,,"Project description For education and information and Awareness Behavioural Change Communication (BCC): BCC is a multi-level tool for promoting and sustaining risk reducing behaviour change in individuals and communities by distributing tailored health message in variety of communication channels which will have the following devices. Under BCC we will done following activity . 1. One to one interactions 2. Group interactions 3. BCC Events 4. IEC Materials Service Delivery 1. Mobile Health Clinics: 2. Mobile clinic services will be made available to each remote village. Mobile clinics will visit the village once in a week. Mobile clinics will have a MBBS, DGO and technical assistant. Health workers and development animators will identify the ANC, PNC, Gynic and anaemic patients through one to one, one to group interactions, BCC events and home visits. The health workers or Arogya Doot will coordinate and plan the mobile clinics every two week for the treatment of the identified cases. High risk patients will be referred and taken for emergency services to linked MGVS and Govt. hospitals. Low cost medicines, Iron folic acid tablets, STI drugs and vitamins will be supplied to the needy patients. Contraceptives will be distributed by the mobile clinics. Ante-natal / post-natal services, identification of difficult pregnancy and referral for institutional care, Immunization- Mother & children, Minor surgery, BP examination, X-ray, ECG, First Aid, Distribution of Iron Folic tablets, Vit-A Prophylaxis, Treatment of mal-nutrient cases other related services will be provided by mobile clinic. 1. Health Camps / Health Melawa. 2. Develop Aarogya Doot (Primary Health Care volunteers) from villages 3. Create enabling environment, advocacy and linkages in the project area.",http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Marathwada Gramin Vikas Sanstha( MGVS) Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Appasaheb J Ugale ( 15 years of experience ),"room plot654 amravaticomplex, Aagalgaon Road, Aurangabad, Maharashtra- 431001",http://www.mgvs.org,,Maharashtra,0,"₹ 2,400,000"
http://www.ngoimpact.com/ngos/mars-foundation#profile,"MARS FOUNDATION has devoted its energy to passionately advocating for the hungry, needy and underprivileged  members of our global family. Find out how you can contribute to the future of someone in need through donations of money and time. MARS Foundation is a National Level NGO registered in Delhi under Societies Registration Act of XXI, 1860 and having certificate under section 12 A & 80 G of Income Tax Act, 196",MARS FOUNDATION is committed to provide education & health facilities to the needy & underprivileged people,Charitable Society,AAAAA7573K,21115/254 - 16-02-2006,N/A,N/A,N/A,N/A,"₹4,209,592",₹0,₹0,"₹4,209,592",₹0,₹0,₹0,16,N/A,N/A,N/A,"Business Development, Finance",9,N/A,,,N/A,credible alliance,8/3/2012,14-06-2018,N/A,Delhi,New Delhi,N/A,"₹4,000,000",₹0,745,Non-Government,,,"Project description Education for All: You could be the reason a child can dream of a better future.... a future of promise, freedom and fair chances.",http://www.ngoimpact.com/resources/assets/image/no-image-available.jpg,Mars Foundation Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Ravindera Kumar Jha ( 15 years of experience ),"room D-58, Gazipur Village, Main Road, New Delhi, Delhi- 110092",http://www.marsfoundation.co.in,Education,Delhi,0,₹ 0
http://www.ngoimpact.com/ngos/masoom#profile,"Masoom has developed a three-pronged intervention model to provide good quality education â€“ called Night School Transformation Programme, the intervention has been designed so that it can be replicated and implemented in other schools and other states in India. The Night School Transformation Programme includes: 1. Educational infrastructure and resources: This includes basic amenities such as nutrition (evening meals), notebooks, textbooks, mobile science labs, library books, computers and audio-visual learning. For the schools that have blind students, we also provide Braille learning tools, Braille textbooks, etc. 2. Capacity building: Masoom works closely with various stakeholders in the school like the Trustees, Head Masters (HMs), teachers, students, parents and non-teaching staff. Masoom organizes training sessions and workshops for teachers, parents and students. 3. Advocacy: Masoom takes initiatives to bring about policy level changes in favor of Night Schools. Masoom aims at raising awareness among the public and key decision-makers on the urgent need of policy level changes to be made and implemented. Through its advocacy, Masoom has been able to achieve the following policy level changes - i. Central government has sanctioned nutrition for 8th standard of night schools. Currently Masoom is providing nutrition to 9th & 10th standard at 30 night schools. ii. Non-salary grants are once again being provided by the Government to cover their recurring expenses. This practice had been abruptly stopped by the Government since 2002. Masoom strongly advocated for the continuation of this grant to night schools which resulted in its sanctioning from 2014.","Employment enhancing vocation skills,Promoting education, including special education",Public Charitable Trust,AACTM1118K,E-24715 (Mumbai) - 14-01-2008,N/A,N/A,N/A,N/A,"₹34,064,700",₹0,₹0,"₹34,064,700",₹0,₹0,₹0,25,N/A,N/A,N/A,Finance,6,N/A,,,"Other Domestic NGOs, Other Foreign NGOs, Domestic Companies",Impact Foundation,1/4/2016,31-12-2016,N/A,Maharashtra,Mumbai,N/A,"₹34,064,700",₹0,"4,000",Non-Government,,,"Project description There are 210 night schools in Maharashtra out of which 150 schools are in Mumbai. Masoom plans to reach out to all the night schools in Maharashtra by 2020. To achieve this goal, Masoom has ambitious plans of taking on 58 additional schools in the next three years. 2014-15 2015-16 2016-17 2017-18 2018-19 Number of students 3000 4000 5200 6400 8000 Number of schools 30 47 65 80 100 New School Addition 17 18 20 20",http://www.ngoimpact.com/ngoadmin/public/ngo_profile/logo_avtar/masoom-ngoimpact-61513.png,Masoom Best Non-Government Organizations & Social Enterprises in India – NGO Impact,perm_identity Founded by Nikita Ketkar ( 15 years of experience ),"room Plot No. 788, Parsi Colony, Near Dadar T.T Circle, Jame Jamshed Rd, Mumbai, Maharashtra- 400014",http://www.masoom.org,Education,Maharashtra,0,₹ 0
